         0    0.1535
    0.2000    0.4715
    0.4000    0.6298
    0.6000    0.7081
    0.8000    0.7598
    1.0000    0.7989
    1.2000    0.8256
    1.4000    0.8630
    1.6000    0.8879
    1.8000    0.9110
    2.0000    0.9252
    2.2000    0.9359
    2.4000    0.9466
    2.6000    0.9555
    2.8000    0.9662
    3.0000    0.9697
    3.2000    0.9804
    3.4000    0.9893
    3.6000    1.0000
    3.8000    0.9982
